"PLACE_NAME","PLACE_TYPE","LATITUDE","LONGITUDE","COUNT(*)"
"Artillery lane","crimeLocation","51.518201","-0.076972","1"
"Artillery-court, Chiswell-street","crimeLocation","51.52077","-0.09011","1"
"Artillery-lane","crimeLocation","51.518201","-0.076972","3"
"Artillery-row","crimeLocation","51.496936","-0.135608","1"
"Arundel-street","crimeLocation","51.511586","-0.113845","1"
"Arundel-street in the Strand","crimeLocation","51.512628","-0.114375","1"
"Arundel-street, Aldgate","crimeLocation","51.51342","-0.0771","2"
"Arundel-street, in the Strand","crimeLocation","51.512628","-0.114375","1"
"Ascot, in the parish of Rislip","crimeLocation","51.50853","-0.12574","2"
"Ashbourn, in Kent","crimeLocation","51.50853","-0.12574","1"
"Ashby-street, St. Pancras","crimeLocation","51.53333","-0.13333","2"
"Ashentree-court, White-stairs","crimeLocation","51.50853","-0.12574","2"
"Asher-street West","crimeLocation","51.50853","-0.12574","1"
"Ashford","crimeLocation","51.650809","-0.22135","4"
"Ashley-street","crimeLocation","51.50853","-0.12574","1"
"Aske's-terrace, Hoxton","crimeLocation","51.53544","-0.08841","2"
"Assembly-passage or place","crimeLocation","51.50853","-0.12574","2"
"Aston, near Birmingham","crimeLocation","51.507265","-0.127833","1"
"Asylum, at Clapton","crimeLocation","51.50853","-0.12574","1"
"Auction Mart, Picket Street","crimeLocation","51.50853","-0.12574","1"
"Auction Mart, Threadneedle-street","crimeLocation","51.50853","-0.12574","1"
"Augustus-street, Regent's-park","crimeLocation","51.50853","-0.12574","1"
"Austin's-buildings, Hackney","crimeLocation","51.55","-0.05","2"
"Austin-friars","crimeLocation","51.51542","-0.08593","1"
"Austin-street, Hackney-road","crimeLocation","51.50853","-0.12574","1"
"Ave-Maria-lane","crimeLocation","51.51409","-0.10074","2"
"Avery farm","crimeLocation","51.491171","-0.150321","1"
"Ax in Alderman-bury","crimeLocation","51.50853","-0.12574","1"
"Axe Inn, Aldermanbury","crimeLocation","","","2"
"Axe inn, Aldermanbury","crimeLocation","51.51625","-0.09299","2"
"Aylesbury-street","crimeLocation","51.561942","-0.257793","5"
"Aylesbury-street, Clerkenwell","crimeLocation","51.523463","-0.104056","3"
"Ayliffe-street, Goodman's-fields","crimeLocation","51.50853","-0.12574","1"
"Ayloffe-Street","crimeLocation","51.50853","-0.12574","2"
"Ayre-street - hill","crimeLocation","51.50853","-0.12574","1"
"Ayre-street-hill","crimeLocation","51.50853","-0.12574","1"
"Aytebary-street, Clerkenwell","crimeLocation","51.52438","-0.11022","1"
"Back Church-lane","crimeLocation","51.513967","-0.066625","1"
"Back Church-lane, Whitechapel","crimeLocation","51.513967","-0.066625","2"
"Back Road, Islington","crimeLocation","51.53622","-0.10304","1"
"Back rents, Rosemary-lane","crimeLocation","51.50853","-0.12574","2"
"Back-hill","crimeLocation","51.522631","-0.109435","3"
"Back-hill, Hatton-garden","crimeLocation","51.50853","-0.12574","2"
"Back-lane","crimeLocation","51.580893","-0.124286","3"
"Back-lane, Rose-street","crimeLocation","51.50853","-0.12574","1"
"Back-lane, Shadwell","crimeLocation","51.51135","-0.05663","1"
"Back-lane, St. George's in the East","crimeLocation","51.52332","-0.03888","1"
"Back-road, Islington","crimeLocation","51.53622","-0.10304","2"
"Back-road, Shadwell","crimeLocation","51.51135","-0.05663","1"
"Backchurch-lane, St. George's","crimeLocation","51.50853","-0.12574","2"
"Backhouse-walk, Hoxton","crimeLocation","51.53544","-0.08841","2"
"Bacon-street","crimeLocation","51.524013","-0.071947","2"
"Bacon-street, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Bag of Nails public-house, at Pimlico","crimeLocation","51.48897","-0.13699","2"
"Bagnigge Wells","crimeLocation","51.50853","-0.12574","2"
"Bagnigge Wells-road","crimeLocation","51.50853","-0.12574","1"
"Bagnigge-wells-Road","crimeLocation","51.50853","-0.12574","2"
"Bagnigge-wells-road","crimeLocation","","","5"
"Bagnio-court, Newgate street","crimeLocation","51.50853","-0.12574","1"
"Bagnio-court, Newgate-street","crimeLocation","51.50853","-0.12574","4"
"Bainbridge-street","crimeLocation","51.516863","-0.129042","5"
"Bainbridge-street, St. Giles","crimeLocation","51.516863","-0.129042","1"
"Bainbridge-street, St. Giles'","crimeLocation","51.516863","-0.129042","1"
"Bainbridge-street, St. Giles's","crimeLocation","51.50853","-0.12574","1"
"Baker's-rents, Hackney-road, in the parish of St. Matthew, Bethnal-green","crimeLocation","","","1"
"Baker's-row, Mile-end-road","crimeLocation","51.50853","-0.12574","1"
"Baker's-row, Whitechapel","crimeLocation","51.51382","-0.06583","2"
"Baker-street","crimeLocation","51.524259","-0.158474","7"
"Baker-street, Enfield","crimeLocation","51.65518","-0.080556","3"
"Baker-street, New-road","crimeLocation","51.50853","-0.12574","1"
"Baker-street, Portman-square","crimeLocation","51.50853","-0.12574","5"
"Bakers Row in Whitechapel","crimeLocation","51.51382","-0.06583","1"
"Bakers-Arms Alley","crimeLocation","51.50853","-0.12574","1"
"Baldwin's Gardens, Gray's-Inn Lane","crimeLocation","51.50853","-0.12574","1"
"Baldwin's place","crimeLocation","51.50853","-0.12574","1"
"Baldwin's-Gardens","crimeLocation","","","1"
"Baldwin's-gardens","crimeLocation","51.520065","-0.110372","4"
"Baldwin's-gardens, Holborn","crimeLocation","51.520065","-0.110372","1"
"Baldwin-street","crimeLocation","51.526853","-0.089067","2"
"Baldwin-street, City Road","crimeLocation","51.50853","-0.12574","1"
"Baldwin-street, St. Luke's","crimeLocation","51.526853","-0.089067","3"
"Ball's Pond, just beyond Islington","crimeLocation","51.53622","-0.10304","1"
"Ball's Pond-road","crimeLocation","51.546091","-0.07709","1"
"Ball's-pond","crimeLocation","51.548062","-0.083056","4"
"Ball's-pond gate","crimeLocation","51.50853","-0.12574","1"
"Ball's-pond, Islington","crimeLocation","51.548062","-0.083056","2"
"Ball-alley","crimeLocation","51.50853","-0.12574","3"
"Ball-alley, Goswell-street","crimeLocation","51.50853","-0.12574","1"
"Ball-alley, leading from George-yard, Lombard-street","crimeLocation","51.50853","-0.12574","1"
"Ball-court","crimeLocation","51.51311","-0.08598","1"
"Ball-yard","crimeLocation","51.506325","-0.139099","1"
"Ball-yard, Golden-lane","crimeLocation","51.50853","-0.12574","3"
"Balsover-street, Oxford-road","crimeLocation","51.50853","-0.12574","2"
"Balsover-street, Oxford-street","crimeLocation","51.51475","-0.14608","1"
"Banbury-street","crimeLocation","51.472987","-0.166241","1"
"Banbury-street, St. Giles's","crimeLocation","51.50853","-0.12574","3"
"Banbury-street, St. Giles's.","crimeLocation","51.50853","-0.12574","2"
"Bank","crimeLocation","51.569908","-0.143568","2"
"Bank of England","crimeLocation","51.51407","-0.08843","1"
"Bank street","crimeLocation","51.503581","-0.022415","1"
"Bank-chambers","crimeLocation","51.519441","-0.156883","2"
"Bank-street","crimeLocation","51.503581","-0.022415","1"
"Bankside","crimeLocation","51.512588","-0.390474","2"
"Banner-street","crimeLocation","51.524331","-0.091487","3"
"Banner-street, St. Luke's","crimeLocation","51.524331","-0.091487","1"
"Banner-street, St. Lukes","crimeLocation","51.524331","-0.091487","1"
"Banner-street. St. Luke's","crimeLocation","51.524331","-0.091487","2"
"Baptist head in the Old Bailey","crimeLocation","51.51583","-0.10191","1"
"Barbican","crimeLocation","51.520446","-0.360892","63"
"Barbicane","crimeLocation","51.50853","-0.12574","1"
"Barking Church-yard, Tower-street","crimeLocation","51.50853","-0.12574","1"
"Barkingside","crimeLocation","51.585818","0.088624","2"
"Barley Mow, in Blue Anchor-alley","crimeLocation","51.50853","-0.12574","1"
"Barlow's mews","crimeLocation","51.50853","-0.12574","2"
"Barnard's mews","crimeLocation","51.50853","-0.12574","1"
"Barnard's-Inn","crimeLocation","51.50853","-0.12574","2"
"Barnes","crimeLocation","51.471896","-0.238744","2"
"Barnes in Surry","crimeLocation","51.50853","-0.12574","2"
"Barnet","crimeLocation","51.648793","-0.172865","4"
"Barnet","defendantHome","51.648793","-0.172865","1"
"Barnsbury-mews, lslington","crimeLocation","51.50853","-0.12574","1"
"Barnsbury-park. Islington","crimeLocation","51.543041","-0.108433","2"
"Barnsbury-row, Islington","crimeLocation","51.53622","-0.10304","1"
"Barnsby's-yard","crimeLocation","51.50853","-0.12574","2"
"Barnsby-place, Islington","crimeLocation","51.53622","-0.10304","2"
"Baron Bothmor's Wall","crimeLocation","51.50853","-0.12574","1"
"Baron-street","crimeLocation","51.532399","-0.109195","2"
"Barrat's-court, Manchester-square","crimeLocation","51.50853","-0.12574","1"
"Barrosa-terrace, Bethnal-green","crimeLocation","51.52718","-0.06109","2"
"Barrosa-terrace, Cambridge-heath","crimeLocation","51.50853","-0.12574","1"
"Bartholemew fair","crimeLocation","51.50853","-0.12574","2"
"Bartholemew-close, coming to Smithfield","crimeLocation","51.50853","-0.12574","1"
"Bartholomew Close","crimeLocation","51.460305","-0.182563","3"
"Bartholomew Coffee-house","crimeLocation","51.50853","-0.12574","2"
"Bartholomew Fair","crimeLocation","","","1"
"Bartholomew close","crimeLocation","","","3"
"Bartholomew fair","crimeLocation","51.50853","-0.12574","12"
"Bartholomew-Close","crimeLocation","","","2"
"Bartholomew-close","crimeLocation","51.460305","-0.182563","5"
"Bartholomew-fair","crimeLocation","51.50853","-0.12574","12"
"Bartholomew-lane","crimeLocation","51.51425","-0.08754","1"
"Bartholomew-place","crimeLocation","51.51909","-0.09829","2"
"Bartlet Buildings","crimeLocation","51.50853","-0.12574","1"
"Bartlet's-buildings","crimeLocation","51.50853","-0.12574","1"
"Bartlet-court","crimeLocation","51.50853","-0.12574","2"
"Bartlett's-buildings","crimeLocation","51.50853","-0.12574","2"
"Bartlett's-buildings, Holborn","crimeLocation","51.51753","-0.12045","2"
"Basher's-court, Tottenham-court-road","crimeLocation","51.51659","-0.13083","1"
"Basing-lane","crimeLocation","51.50853","-0.12574","5"
"Basinghall street Postern","crimeLocation","51.50853","-0.12574","2"
"Basinghall-street","crimeLocation","51.51593","-0.09111","14"
"Batchelor-row, Battle-bridge","crimeLocation","51.50853","-0.12574","2"
"Bateman's-row","crimeLocation","51.525275","-0.078858","1"
"Bath","crimeLocation","51.526325","-0.082547","1"
"Bath hotel in Harlington-street, Piccadilly","crimeLocation","51.50853","-0.12574","2"
"Bath-place, New-road","crimeLocation","51.50853","-0.12574","4"
"Bath-row King's-land-road","crimeLocation","51.50853","-0.12574","1"
"Bath-street","crimeLocation","51.528005","-0.091554","6"
"Bath-street, City-road","crimeLocation","51.50853","-0.12574","3"
"Battersea-bridge","crimeLocation","51.480143","-0.171608","1"
"Battle Bridge","crimeLocation","51.505492","-0.083249","1"
"Battle-bridge","crimeLocation","51.505492","-0.083249","16"
"Battle-wharf","crimeLocation","51.505492","-0.083249","1"
"Baverian Chapel, Warwick-street","crimeLocation","51.50853","-0.12574","1"
"Bayford, about three miles and a half from Hertford","crimeLocation","51.50853","-0.12574","1"
"Baylis-court, Bell-yard","crimeLocation","51.50853","-0.12574","1"
"Bayswater","crimeLocation","51.51228","-0.188293","5"
"Bayswater Road","crimeLocation","51.510414","-0.184873","1"
"Bayswater-road","crimeLocation","51.510414","-0.184873","4"
"Beach Lane","crimeLocation","51.50853","-0.12574","1"
"Beach lane","crimeLocation","","","1"
"Beach-lane","crimeLocation","51.50853","-0.12574","2"
"Beach-street","crimeLocation","51.50853","-0.12574","1"
"Beach-street, Barbican","crimeLocation","51.51988","-0.09446","1"
"Beach-street, Cripplegate","crimeLocation","51.50853","-0.12574","1"
"Beak-street, Golden-square","crimeLocation","51.50853","-0.12574","1"
"Bear Key","crimeLocation","51.50853","-0.12574","2"
"Bear Quay","crimeLocation","51.50853","-0.12574","1"
"Bear and Castle in Oxford-Road","crimeLocation","51.50853","-0.12574","2"
"Bear and Ragged Staff, in Smithfield","crimeLocation","51.50853","-0.12574","1"
"Bear and Ragged Staff, the corner of Bear-street, Leicester-fields","crimeLocation","51.50853","-0.12574","1"
"Bear and Ragged staff in Smithfield","crimeLocation","51.50853","-0.12574","1"
"Bear and Wheatsheaf, Lower Thames-street","crimeLocation","51.50926","-0.08384","1"
"Bear key","crimeLocation","","","2"
"Bear-Key","crimeLocation","","","7"
"Bear-alley","crimeLocation","51.51626","-0.10457","1"
"Bear-key","crimeLocation","51.50853","-0.12574","5"
"Bear-lane, Tower-street","crimeLocation","51.50853","-0.12574","2"
"Bear-street","crimeLocation","51.510912","-0.128667","5"
"Bear-street, Leicester-Square","crimeLocation","51.50853","-0.12574","1"
"Bear-street, Leicester-fields","crimeLocation","51.50853","-0.12574","1"
"Bear-street, Leicester-square","crimeLocation","","","2"
"Bear-street. Leicester-fields","crimeLocation","51.50853","-0.12574","1"
"Bear-yard, Lincol's Inn Fields","crimeLocation","51.50853","-0.12574","1"
"Bear-yard, Petticoat-lane","crimeLocation","51.50853","-0.12574","2"
"Bearbinder-lane","crimeLocation","51.50853","-0.12574","1"
"Beauchamp-street, Brook's-market","crimeLocation","51.50853","-0.12574","1"
"Beauchamp-street, Brooks-market","crimeLocation","51.50853","-0.12574","1"
"Beauford Buildings","crimeLocation","51.50853","-0.12574","2"
"Beaufort Buildings","crimeLocation","51.50853","-0.12574","1"
"Beaufort-buildings Strand","crimeLocation","51.50853","-0.12574","1"
"Beaufort-buildings, Strand","crimeLocation","51.50853","-0.12574","2"
"Beaufort-row, Chelsea","crimeLocation","51.48755","-0.16936","1"
"Beaumont-row, Chelsea","crimeLocation","51.48755","-0.16936","1"
"Beaumont-street","crimeLocation","51.521942","-0.151095","4"
"Beavis-street","crimeLocation","51.50853","-0.12574","1"
"Bedfont","crimeLocation","51.453068","-0.433441","1"
"Bedfont in the county of Middlesex","crimeLocation","51.50853","-0.12574","1"
"Bedford Arms tea-gardens, Camden-town","crimeLocation","51.54057","-0.14334","2"
"Bedford Berry in Wood-street","crimeLocation","51.50853","-0.12574","1"
"Bedford eating-house, Bedford-street","crimeLocation","51.50853","-0.12574","1"
"Bedford-court, Catherine-street","crimeLocation","51.50853","-0.12574","2"
"Bedford-court, Covent-garden","crimeLocation","51.510469","-0.125094","1"
"Bedford-place","crimeLocation","51.51946","-0.123416","2"
"Bedford-place, Commercial Road","crimeLocation","51.50853","-0.12574","2"
"Bedford-place, Commercial road","crimeLocation","","","1"
"Bedford-place-buildings","crimeLocation","51.50853","-0.12574","2"
"Bedford-row","crimeLocation","51.519941","-0.116075","15"
"Bedford-square","crimeLocation","51.519308","-0.130464","12"
"Bedford-square, Commercial-road","crimeLocation","51.50853","-0.12574","1"
"Bedford-street","crimeLocation","51.510332","-0.124055","3"
"Bedford-street, Bedford-row","crimeLocation","51.50853","-0.12574","4"
"Bedford-street, Commercial-road","crimeLocation","51.50853","-0.12574","3"
"Bedford-street, Covent-garden","crimeLocation","51.510332","-0.124055","7"
"Bedfordberry","crimeLocation","51.50853","-0.12574","2"
"Bedfordbury","crimeLocation","51.510439","-0.125701","2"
"Bedfordbury, Covent-garden","crimeLocation","51.510439","-0.125701","2"
"Bedlam Hospital","crimeLocation","51.50853","-0.12574","2"
"Bedsont","defendantHome","51.50853","-0.12574","1"
"Bee Hive, Nightingale-lane","crimeLocation","51.50853","-0.12574","1"
"Beech lane","crimeLocation","51.50853","-0.12574","1"
"Beech street, Barbican","crimeLocation","51.51988","-0.09446","2"
"Beech-Lane","crimeLocation","","","2"
"Beech-hill, near Barnet","crimeLocation","51.65","-0.2","1"
"Beech-lane","crimeLocation","51.50853","-0.12574","3"
"Beech-street","crimeLocation","51.580931","0.170602","10"
"Beech-street, Barbican","crimeLocation","51.51988","-0.09446","6"
"Beer-lane, Blackfriars-road","crimeLocation","51.50853","-0.12574","1"
"Belbar","crimeLocation","51.50853","-0.12574","1"
"Belfont","crimeLocation","51.555951","-0.120259","2"
"Belgrave-square","crimeLocation","51.498502","-0.152883","2"
"Bell Inn, Friday-street","crimeLocation","51.51239","-0.09579","1"
"Bell Savage Yard","crimeLocation","51.50853","-0.12574","1"
"Bell Square, Broker Row, Moorfields","crimeLocation","51.50853","-0.12574","1"
"Bell Wharf tier","crimeLocation","51.50853","-0.12574","1"
"Bell Wharf, a little below Ratcliff Cross","crimeLocation","51.50853","-0.12574","2"
"Bell Wharf, in London river","crimeLocation","51.50853","-0.12574","1"
"Bell Yard","crimeLocation","51.515131","-0.112308","2"
"Bell Yard, Mount-street","crimeLocation","51.50853","-0.12574","1"
"Bell and Crown Tavern, Holborn","crimeLocation","51.51753","-0.12045","2"
"Bell and Crown, Holborn","crimeLocation","51.51753","-0.12045","1"
