"PLACE_NAME","PLACE_TYPE","ID","DATESTAMP"
"St. Martin in the Fields","defendantHome","t17190225-38","2/25/1719"
"St. Martin in the Fields","defendantHome","t17190225-3","2/25/1719"
"St. Giles in the Fields","defendantHome","t17190225-39","2/25/1719"
"St. Giles in the Fields","defendantHome","t17190225-3","2/25/1719"
"St. Mary White-Chappel","defendantHome","t17190225-1","2/25/1719"
"St. Mildred Poultry","defendantHome","t17190225-1","2/25/1719"
"St. Mildred Poultry","defendantHome","t17190225-11","2/25/1719"
"Stocks Market","crimeLocation","t17190225-1","2/25/1719"
"Stocks Market","crimeLocation","t17190225-11","2/25/1719"
"St. John at Wapping","defendantHome","t17190225-1","2/25/1719"
"St. John at Wapping","defendantHome","t17190225-14","2/25/1719"
"St. Dunstan in the East","defendantHome","t17190225-1","2/25/1719"
"St. Dunstan in the East","defendantHome","t17190225-15","2/25/1719"
"Ealing","defendantHome","t17190225-35","2/25/1719"
"Ealing","defendantHome","t17190225-3","2/25/1719"
"St. Giles Cripplegate","defendantHome","t17190225-16","2/25/1719"
"St. Andrews Holburn","defendantHome","t17190408-17","4/8/1719"
"St. Pauls Church Yard","crimeLocation","t17190408-7","4/8/1719"
"St.Martins in the Fields","defendantHome","t17190408-20","4/8/1719"
"St. Martins in the Fields","defendantHome","t17190408-21","4/8/1719"
"St. Mary Islington","defendantHome","t17190408-22","4/8/1719"
"St. Dunstan at Stepney","defendantHome","t17190408-23","4/8/1719"
"St. Dunstan at Stepney","defendantHome","t17190408-27","4/8/1719"
"St. Dunstan at Stepney","defendantHome","t17190408-28","4/8/1719"
"St.Leonard Shoreditch","defendantHome","t17190408-29","4/8/1719"
"St. Andrews Holbourn","defendantHome","t17190408-3","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-30","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-3","4/8/1719"
"St. Martins in the Fields","defendantHome","t17190408-31","4/8/1719"
"St. Martins in the Fields","defendantHome","t17190408-3","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-32","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-3","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-34","4/8/1719"
"St. Giles in the Fields","defendantHome","t17190408-3","4/8/1719"
"Stepney","defendantHome","t17190408-35","4/8/1719"
"Stepney","defendantHome","t17190408-3","4/8/1719"
"St. James Clerkenwell","defendantHome","t17190408-3","4/8/1719"
"St. James Clerkenwell","defendantHome","t17190408-36","4/8/1719"
"Hungerford Market","crimeLocation","t17190408-3","4/8/1719"
"Hungerford Market","crimeLocation","t17190408-36","4/8/1719"
"St. John at Hackney","defendantHome","t17190408-38","4/8/1719"
"St. John at Hackney","defendantHome","t17190408-3","4/8/1719"
"St. Martins in the Fields","defendantHome","t17190408-44","4/8/1719"
"St. Margaret Pattons","defendantHome","t17190408-5","4/8/1719"
"St. Gregory by St. Paul","defendantHome","t17190408-7","4/8/1719"
"Hand-Alley near Grays-in-Lane","crimeLocation","t17190408-17","4/8/1719"
"St. Mary-le-Bow","defendantHome","t17190514-1","5/14/1719"
"St. Botolphs Bishopsgate","defendantHome","t17190514-8","5/14/1719"
"St. Andrews Holbourn","defendantHome","t17190514-14","5/14/1719"
"St. Andrews Holbourn","defendantHome","t17190514-1","5/14/1719"
"St. Paul's Shadwell","defendantHome","t17190514-1","5/14/1719"
"St. Paul's Shadwell","defendantHome","t17190514-19","5/14/1719"
"Shadwell Dock","crimeLocation","t17190514-1","5/14/1719"
"Shadwell Dock","crimeLocation","t17190514-19","5/14/1719"
"St. Margaret's Westminster","defendantHome","t17190514-23","5/14/1719"
"St. James's Westminster","defendantHome","t17190514-25","5/14/1719"
"St. Giles's in the Fields","defendantHome","t17190514-26","5/14/1719"
"St. Martins in the Fields","defendantHome","t17190514-27","5/14/1719"
"St. Clement's Danes","defendantHome","t17190514-31","5/14/1719"
"Lamb-Inn near St. Clements Church","crimeLocation","t17190514-31","5/14/1719"
"St. Andrews Holbourn","defendantHome","t17190514-37","5/14/1719"
"St. Leonard Shoreditch","defendantHome","t17190514-38","5/14/1719"
"St. Giles in the Fields","crimeLocation","t17190514-39","5/14/1719"
"St. Giles in the Fields","defendantHome","t17190514-39","5/14/1719"
"St. Brides","defendantHome","t17190514-4","5/14/1719"
"St. John at Hackeny","defendantHome","t17190514-4","5/14/1719"
"St. John at Hackeny","defendantHome","t17190514-44","5/14/1719"
"St. Gregory","defendantHome","t17190514-5","5/14/1719"
"St. Paul's Church","crimeLocation","t17190514-5","5/14/1719"
"Cheapside","crimeLocation","t17190514-1","5/14/1719"
"St. Anns Aldersgate","defendantHome","t17190708-1","7/8/1719"
"St. Martins","crimeLocation","t17190708-1","7/8/1719"
"St.Giles Cripplegate","defendantHome","t17190708-1","7/8/1719"
"St.Giles Cripplegate","defendantHome","t17190708-10","7/8/1719"
"St. Mildred Poultry","defendantHome","t17190708-1","7/8/1719"
"St. Mildred Poultry","defendantHome","t17190708-11","7/8/1719"
"Christ-Church","defendantHome","t17190708-1","7/8/1719"
"Christ-Church","defendantHome","t17190708-13","7/8/1719"
"St. Laurence Pountney","defendantHome","t17190708-1","7/8/1719"
"St. Laurence Pountney","defendantHome","t17190708-15","7/8/1719"
"Precinct of White-Fryars, in the Ward of Farringdon without","defendantHome","t17190708-1","7/8/1719"
"Precinct of White-Fryars, in the Ward of Farringdon without","defendantHome","t17190708-17","7/8/1719"
"Water-lane in White-Fryers","crimeLocation","t17190708-1","7/8/1719"
"Water-lane in White-Fryers","crimeLocation","t17190708-17","7/8/1719"
"St. Anns Westminster","defendantHome","t17190708-1","7/8/1719"
"St. Anns Westminster","defendantHome","t17190708-18","7/8/1719"
"St. Dunstan at Stepney","defendantHome","t17190708-1","7/8/1719"
"St. Dunstan at Stepney","defendantHome","t17190708-19","7/8/1719"
"St. Michael's Cornhill","defendantHome","t17190708-2","7/8/1719"
"Royal Exchange","crimeLocation","t17190708-2","7/8/1719"
"St.Jame's Westminster","defendantHome","t17190708-21","7/8/1719"
"St.Jame's Westminster","defendantHome","t17190708-2","7/8/1719"
"St. Mary White Chappel","defendantHome","t17190708-2","7/8/1719"
"St. Mary White Chappel","defendantHome","t17190708-22","7/8/1719"
"St. Margarets Westminster","defendantHome","t17190708-23","7/8/1719"
"St. Margarets Westminster","defendantHome","t17190708-2","7/8/1719"
"St. Andrews Holbourn","defendantHome","t17190708-25","7/8/1719"
"St. Andrews Holbourn","defendantHome","t17190708-2","7/8/1719"
"St. Margarets Westminster","defendantHome","t17190708-2","7/8/1719"
"St. Margarets Westminster","defendantHome","t17190708-28","7/8/1719"
"St. Botolph without Aldgate","defendantHome","t17190708-2","7/8/1719"
"St. Botolph without Aldgate","defendantHome","t17190708-29","7/8/1719"
"St. Martins in the Fields","defendantHome","t17190708-3","7/8/1719"
"St. Martins in the Fields","defendantHome","t17190708-33","7/8/1719"
"St. Sepulchres","defendantHome","t17190708-35","7/8/1719"
"St. Sepulchres","defendantHome","t17190708-3","7/8/1719"
"St. Clements Danes","defendantHome","t17190708-3","7/8/1719"
"St. Clements Danes","defendantHome","t17190708-36","7/8/1719"
"St. Paul's Covent Garden","defendantHome","t17190708-39","7/8/1719"
"St. Paul's Covent Garden","defendantHome","t17190708-3","7/8/1719"
"Pitchcot near Ailesbury in Buckinghamshire","crimeLocation","t17190708-39","7/8/1719"
"Pitchcot near Ailesbury in Buckinghamshire","crimeLocation","t17190708-3","7/8/1719"
"Alhallows the Less","defendantHome","t17190708-4","7/8/1719"
"St. James's Clerkenwell","defendantHome","t17190708-4","7/8/1719"
"St. James's Clerkenwell","defendantHome","t17190708-45","7/8/1719"
"St. Giles Cripplegate","defendantHome","t17190708-5","7/8/1719"
"Acton","defendantHome","t17190708-5","7/8/1719"
"Acton","defendantHome","t17190708-50","7/8/1719"
"St. Paul's Covent-Garden","defendantHome","t17190708-51","7/8/1719"
"St. Paul's Covent-Garden","defendantHome","t17190708-5","7/8/1719"
"Stanmore","defendantHome","t17190708-5","7/8/1719"
"Stanmore","defendantHome","t17190708-52","7/8/1719"
"St. James Clerkenwell","defendantHome","t17190708-54","7/8/1719"
"St. James Clerkenwell","defendantHome","t17190708-5","7/8/1719"
"St. Andrews Holbourn","defendantHome","t17190708-54","7/8/1719"
"St. Andrews Holbourn","defendantHome","t17190708-5","7/8/1719"
"St. James Clerkenwell","defendantHome","t17190708-5","7/8/1719"
"St. James Clerkenwell","defendantHome","t17190708-55","7/8/1719"
"Alhallows the Great","defendantHome","t17190708-6","7/8/1719"
"St. Botolphs Aldgate","defendantHome","t17190708-8","7/8/1719"
"Blue Boar Inn","crimeLocation","t17190708-8","7/8/1719"
"St. Bartholomew the Great","defendantHome","t17190903-22","9/3/1719"
"St. Dunstan in the West","defendantHome","t17190903-7","9/3/1719"
"St. Mary Magdalen in Old-Fish-Street","defendantHome","t17190903-3","9/3/1719"
"St. Martins in the Fields","defendantHome","t17190903-3","9/3/1719"
"St. Martins in the Fields","defendantHome","t17190903-30","9/3/1719"
"St. Paul's Shadwell","defendantHome","t17190903-3","9/3/1719"
"St. Paul's Shadwell","defendantHome","t17190903-31","9/3/1719"
"St. Anns Westminster","defendantHome","t17190903-3","9/3/1719"
"St. Anns Westminster","defendantHome","t17190903-36","9/3/1719"
"Feltham","defendantHome","t17190903-3","9/3/1719"
"Feltham","defendantHome","t17190903-37","9/3/1719"
"St. Clements Danes","defendantHome","t17190903-3","9/3/1719"
"St. Clements Danes","defendantHome","t17190903-38","9/3/1719"
"St. Brides","defendantHome","t17190903-1","9/3/1719"
"Long Hill","crimeLocation","t17190903-1","9/3/1719"
"St. Laurence Jewry","defendantHome","t17190903-1","9/3/1719"
"St. Laurence Jewry","defendantHome","t17190903-12","9/3/1719"
"St. Brides","defendantHome","t17190903-1","9/3/1719"
"St. Brides","defendantHome","t17190903-14","9/3/1719"
"Gullty Hole by Fleet Bridge","crimeLocation","t17190903-1","9/3/1719"
"Gullty Hole by Fleet Bridge","crimeLocation","t17190903-14","9/3/1719"
"St. Brides","defendantHome","t17190903-1","9/3/1719"
"St. Brides","defendantHome","t17190903-16","9/3/1719"
"Christ-Church","defendantHome","t17190903-20","9/3/1719"
"Alhallows the Less","defendantHome","t17190903-4","9/3/1719"
"Alehouse in Bear Lane","crimeLocation","t17190903-4","9/3/1719"
"St. Giles in the Fields","defendantHome","t17190903-44","9/3/1719"
"St. Giles in the Fields","defendantHome","t17190903-4","9/3/1719"
"Royal Oake in Drury Lane","crimeLocation","t17190903-44","9/3/1719"
"Royal Oake in Drury Lane","crimeLocation","t17190903-4","9/3/1719"
"St. Clements Danes","defendantHome","t17190903-45","9/3/1719"
"St. Clements Danes","defendantHome","t17190903-4","9/3/1719"
"St. Giles's Cripplegate","defendantHome","t17190903-48","9/3/1719"
"St. Giles's Cripplegate","defendantHome","t17190903-4","9/3/1719"
"St. Leonard Shoreditch","defendantHome","t17190903-49","9/3/1719"
"St. Leonard Shoreditch","defendantHome","t17190903-4","9/3/1719"
"St. Sepulchres","defendantHome","t17190903-52","9/3/1719"
"St. Dunstan at Stepney","defendantHome","t17190903-53","9/3/1719"
"St. Giles in the Fields","defendantHome","t17190903-27","9/3/1719"
"St. Margarets Westminster","defendantHome","t17191014-13","10/14/1719"
"St.Botolph Aldgate","defendantHome","t17191014-9","10/14/1719"
"St. Dunstan at Stepney","defendantHome","t17191014-16","10/14/1719"
"Northolt","defendantHome","t17191014-19","10/14/1719"
"Church of Northolt","crimeLocation","t17191014-19","10/14/1719"
"St. Stephen in Coleman-street","defendantHome","t17191014-2","10/14/1719"
"St. Anns Westminster","defendantHome","t17191014-24","10/14/1719"
"St. Anns Westminster","defendantHome","t17191014-2","10/14/1719"
"St. John at Wapping","defendantHome","t17191014-2","10/14/1719"
"St. John at Wapping","defendantHome","t17191014-25","10/14/1719"
"South Mins","defendantHome","t17191014-2","10/14/1719"
"South Mins","defendantHome","t17191014-27","10/14/1719"
"St. Martin in the Fields","defendantHome","t17191014-2","10/14/1719"
"St. Martin in the Fields","defendantHome","t17191014-29","10/14/1719"
"St. Giles in the Fields","defendantHome","t17191014-34","10/14/1719"
"7 Dials","crimeLocation","t17191014-34","10/14/1719"
"St. Faiths","defendantHome","t17191014-6","10/14/1719"
"St. Paul's Church","crimeLocation","t17191014-6","10/14/1719"
"St. Giles's Cripplegate","defendantHome","t17191014-7","10/14/1719"
"St. Dunstan, at Stepney","defendantHome","t17191014-15","10/14/1719"
"St. Martins in the Fields","defendantHome","t17191204-4","12/4/1719"
"St. Margaret in Lothbury","defendantHome","t17191204-11","12/4/1719"
"St. Martins in the Fields","defendantHome","t17191204-46","12/4/1719"
"St. Margaret in Lothbury","defendantHome","t17191204-1","12/4/1719"
"Christ Church","defendantHome","t17191204-1","12/4/1719"
"Christ Church","defendantHome","t17191204-12","12/4/1719"
"St. Brides","defendantHome","t17191204-13","12/4/1719"
"St. Brides","defendantHome","t17191204-1","12/4/1719"
"Fleet-street","crimeLocation","t17191204-13","12/4/1719"
"Fleet-street","crimeLocation","t17191204-1","12/4/1719"
"St. Giles in the Fields","defendantHome","t17191204-16","12/4/1719"
"St. Giles in the Fields","defendantHome","t17191204-1","12/4/1719"
"St. Botolph without Aldgate","defendantHome","t17191204-2","12/4/1719"
"Bull-Inn in White Chappel","crimeLocation","t17191204-2","12/4/1719"
"St. James's Westminster","defendantHome","t17191204-2","12/4/1719"
"St. James's Westminster","defendantHome","t17191204-20","12/4/1719"
"Burlington Gardens","crimeLocation","t17191204-2","12/4/1719"
"St. Botolph Bishopsgate","defendantHome","t17191204-4","12/4/1719"
"St. Botolph without Aldgate","defendantHome","t17191204-41","12/4/1719"
"St. Botolph without Aldgate","defendantHome","t17191204-4","12/4/1719"
"East-Smithfield","crimeLocation","t17191204-41","12/4/1719"
"East-Smithfield","crimeLocation","t17191204-4","12/4/1719"
"Houndsditch","crimeLocation","t17191204-41","12/4/1719"
"Houndsditch","crimeLocation","t17191204-4","12/4/1719"
"Rosemary-Lane","crimeLocation","t17191204-41","12/4/1719"
"Rosemary-Lane","crimeLocation","t17191204-4","12/4/1719"
"St. Botolph without Aldgate","defendantHome","t17191204-4","12/4/1719"
"St. Botolph without Aldgate","defendantHome","t17191204-44","12/4/1719"
"St. Martins in the Fields","defendantHome","t17191204-45","12/4/1719"
"Burlington Gardens","crimeLocation","t17191204-20","12/4/1719"
"St. Clements Danes","defendantHome","t17191204-2","12/4/1719"
"St. Clements Danes","defendantHome","t17191204-21","12/4/1719"
"Twittenham","defendantHome","t17191204-2","12/4/1719"
"Twittenham","defendantHome","t17191204-22","12/4/1719"
"St. Mary White Chappel","defendantHome","t17191204-2","12/4/1719"
"St. Mary White Chappel","defendantHome","t17191204-23","12/4/1719"
"Hornsey","defendantHome","t17191204-2","12/4/1719"
"Hornsey","defendantHome","t17191204-24","12/4/1719"
"St. Dunstan at Stepney","defendantHome","t17191204-2","12/4/1719"
"St. Dunstan at Stepney","defendantHome","t17191204-28","12/4/1719"
"Monmouth Street in Spittle Fields","crimeLocation","t17191204-2","12/4/1719"
"Monmouth Street in Spittle Fields","crimeLocation","t17191204-28","12/4/1719"
"St. Faiths","defendantHome","t17191204-3","12/4/1719"
"St. Paul's Church Yard","crimeLocation","t17191204-3","12/4/1719"
"St. Dunstan at Stepney","defendantHome","t17191204-3","12/4/1719"
"St. Dunstan at Stepney","defendantHome","t17191204-33","12/4/1719"
"Rolls Liberty","defendantHome","t17191204-35","12/4/1719"
"Rolls Liberty","defendantHome","t17191204-3","12/4/1719"
"St. Mary White Chappel","defendantHome","t17191204-3","12/4/1719"
"St. Mary White Chappel","defendantHome","t17191204-36","12/4/1719"
"St. Andrews Holbourn","defendantHome","t17191204-37","12/4/1719"
"St. Andrews Holbourn","defendantHome","t17191204-3","12/4/1719"
"St. Giles in the Fields","defendantHome","t17191204-39","12/4/1719"
"St. Giles in the Fields","defendantHome","t17191204-3","12/4/1719"
"St. Andrew Undershaft","defendantHome","t17191204-1","12/4/1719"
"St. Gregory's","defendantHome","t17191204-1","12/4/1719"
"St. Gregory's","defendantHome","t17191204-10","12/4/1719"
"St. Martins in the Fields","defendantHome","t17191204-4","12/4/1719"
"St. Giles without Cripplegate","defendantHome","t17200115-27","1/15/1720"
"St. Giles without Cripplegate","defendantHome","t17200115-2","1/15/1720"
"St. Giles in the Fields","defendantHome","t17200115-33","1/15/1720"
"St. Paul's Covent Garden","defendantHome","t17200115-34","1/15/1720"
"St. Brides","defendantHome","t17200115-5","1/15/1720"
"Bride-Lane in Fleet-Street","crimeLocation","t17200115-5","1/15/1720"
"St. Anns Westminster","defendantHome","t17200115-17","1/15/1720"
"St. Anns Westminster","defendantHome","t17200115-1","1/15/1720"
"All Hallows Barkin","defendantHome","t17200115-2","1/15/1720"
"St. Andrews Holbourn","defendantHome","t17200115-2","1/15/1720"
"St. Andrews Holbourn","defendantHome","t17200115-20","1/15/1720"
"Warwicks Stables","crimeLocation","t17200115-2","1/15/1720"
"Warwicks Stables","crimeLocation","t17200115-20","1/15/1720"
"St. Botolph without Aldgate","defendantHome","t17200115-2","1/15/1720"
"St. Botolph without Aldgate","defendantHome","t17200115-23","1/15/1720"
"St. Giles in the Fields","defendantHome","t17200115-2","1/15/1720"
"St. Giles in the Fields","defendantHome","t17200115-24","1/15/1720"
"St. Christophers","defendantHome","t17200115-1","1/15/1720"
"St. Gils's without Cripplegate","defendantHome","t17200115-1","1/15/1720"
"St. Gils's without Cripplegate","defendantHome","t17200115-10","1/15/1720"
