Royal Exchange, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. Martins in the Fields, London, England
St. Martins in the Fields, London, England
St. Leonard Shorditch, London, England
St. Leonard Shorditch, London, England
Red-Lion-Fields in Hoxton, London, England
Red-Lion-Fields in Hoxton, London, England
St. James's Westminster, London, England
St. Martins in the Fields, London, England
St. Andrews Holbourn, London, England
St. James's Westminster, London, England
St. James's Westminster, London, England
Passage to the Masquerade-House, London, England
St. Giles in the Fields, London, England
St. Brides, London, England
St. Botolph without Aldersgate, London, England
Castle and Falcon-Inn, London, England
St. James in Dukes-place, London, England
St. Mary Le Bow, London, England
Bow-Lane, London, England
St. Brides, London, England
St. Brides, London, England
St.Bennet Gracechruch, London, England
St.Bennet Gracechruch, London, England
Lombard-street, London, England
Lombard-street, London, England
St. Brides, London, England
St. Brides, London, England
St. Paul at Shadwell, London, England
St. Paul at Shadwell, London, England
St. Dunstan at Stepney, London, England
St. Mary in the Savoy, London, England
New Church in the Strand, London, England
St. Clements Danes, London, England
St. Giles without Cripplegate, London, England
St. Martins in the Fields, London, England
St. Olave Silver-street, London, England
St. Margaret in Westminster, London, England
St. Margaret in Westminster, London, England
Grey Coat School in Westminster, London, England
Grey Coat School in Westminster, London, England
St. Botolph Bishopsgate, London, England
Bishopsgate-Street, London, England
St. Botolph without Bishopsgate, London, England
Bishops-gate-Street, London, England
Christ-church, London, England
St. James, Dukes Place, London, England
St. James, Dukes Place, London, England
St. Dionis Backchurch, London, England
St. Dionis Backchurch, London, England
St. Thomas the Apostle, London, England
St. Thomas the Apostle, London, England
St. Katharine Coleman, London, England
St. Katharine Coleman, London, England
St. Peters in Middlesex, London, England
St. Paul's Covent Garden, London, England
St. Dunstan at Stepney, London, England
St. Mildred in the Poultry, London, England
Poultry Church, London, England
St.Andrews Holbourn, London, England
St.Andrews Holbourn, London, England
Kingsgate-Street, London, England
Kingsgate-Street, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. Andrews Holbourn, London, England
St. Andrews Holbourn, London, England
St. Martins in the Fields, London, England
St. Martins in the Fields, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. Peters in Middlesex, London, England
St. Peters in Middlesex, London, England
St. Mary Woolnoth, London, England
Lombard-Street, London, England
St. Clement Danes, London, England
St. Clement Danes, London, England
St. Andrews Holbourn, London, England
St. Andrews Holbourn, London, England
Grays-Inn-Lane, London, England
Grays-Inn-Lane, London, England
Finchley, London, England
Finchley, London, England
St. Michael at Quern, London, England
Cheapside, London, England
St. Peters Cornhill, London, England
Change Alley, London, England
St. Dunstan's in the West, London, England
St Dunstan's Church in Fleet-Street, London, England
All Hallows Barkin, London, England
St. Sepulchres, London, England
St. Sepulchres, London, England
St. Ethelburga, London, England
St. Ethelburga, London, England
Christ's Church, London, England
Christ's Church, London, England
St. Dunstan at Stepney, London, England
St. Dunstan at Stepney, London, England
St. Mildred in the Poultry, London, England
St. Mildred in the Poultry, London, England
the George at Stocks Market, London, England
the George at Stocks Market, London, England
St. Brides, London, England
St. Mary White Chapel, London, England
St. Mary White Chapel, London, England
St. Dunstan at Stepney, London, England
St. Dunstan at Stepney, London, England
St. Andrew in Holbourn, London, England
St. Andrew in Holbourn, London, England
Leather Lane, London, England
Leather Lane, London, England
St. Clements Danes, London, England
St. Clements Danes, London, England
St. John Baptist, London, England
St Martin's in the Fields, London, England
St Martin's in the Fields, London, England
St. James at Clerkenwell, London, England
St. James at Clerkenwell, London, England
St. Martin in the Fields, London, England
St. Martin in the Fields, London, England
Isleworth, London, England
Isleworth, London, England
Twickenham, London, England
Twickenham, London, England
St. Martins in the Fields, London, England
St. Martins in the Fields, London, England
St. Anns Westminster, London, England
St. Anns Westminster, London, England
St. Giles without Cripplegate, London, England
St. Dunstan at Stepney, London, England
St. Dunstan at Stepney, London, England
St. Giles without Cripplegate, London, England
St. Botolph without Aldersgate, London, England
Aldersgate street, London, England
St. Mary in the Savoy, London, England
St. Mary in the Savoy, London, England
St. Ann in Westminster, London, England
St. Ann in Westminster, London, England
St. Andrew in Holbourn, London, England
St. Andrew in Holbourn, London, England
Holbourn, London, England
Holbourn, London, England
St. Clements Danes, London, England
St. Clements Danes, London, England
Lincolns Inn, London, England
Lincolns Inn, London, England
St. Olave Hart-Street, London, England
St. Giles without Cripplegate, London, England
St. Giles without Cripplegate, London, England
Bowling-Alley into White-Cross-street, London, England
Bowling-Alley into White-Cross-street, London, England
Precinct of St. Katharines, London, England
Precinct of St. Katharines, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. James at Clerkenwell, London, England
St. James at Clerkenwell, London, England
St. John at Hackney, London, England
St. James in Westminster, London, England
Isleworth, London, England
St. Clements Danes, London, England
Bow-street, London, England
St. Andrew in Holbourn, London, England
St. James in Westminster, London, England
St. Botolph without Bishopsgate, London, England
St. Martin in the Fields, London, England
St. Martin in the Fields, London, England
St. Botolph without Aldgate, London, England
St. Botolph without Aldgate, London, England
St. Clement Danes, London, England
St. Clement Danes, London, England
St. Dunstan at Stepney, London, England
St. Dunstan at Stepney, London, England
Church-Lane, London, England
Church-Lane, London, England
St. John at Wapping, London, England
St. John at Wapping, London, England
St. Mary in White Chappel, London, England
St. Mary in White Chappel, London, England
St. Vedast alias Foster, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. Clement Danes, London, England
St. Clement Danes, London, England
St. Martin in the Fields, London, England
St. Martin in the Fields, London, England
St. Margaret in Westminster, London, England
St. Margaret in Westminster, London, England
Edminton, London, England
St. Mary at Islington, London, England
St. Mary Abchurch, London, England
St. Andrew in Holbourn, London, England
St. Andrew in Holbourn, London, England
St. Martins in the Fields, London, England
St. Martins in the Fields, London, England
St. James at Clerkenwell, London, England
St. James at Clerkenwell, London, England
Garden-Alleys, London, England
Garden-Alleys, London, England
St. Jame's at Clerkenwell, London, England
St. Jame's at Clerkenwell, London, England
St. Mary in Whitechappel, London, England
St. Mary in Whitechappel, London, England
Norton Falgate, London, England
Norton Falgate, London, England
St. Mary in White-Chappel, London, England
St. Mary in White-Chappel, London, England
Kings Arms in White-Chappel, London, England
Kings Arms in White-Chappel, London, England
St. Margaret in Westminster, London, England
St. Margaret in Westminster, London, England
St. John at Hackney, London, England
St. Ann in Westminster, London, England
St. Andrew in Holbourn, London, England
St. Giles in the Fields, London, England
St. Andrew in Holbourn, London, England
Ship lying at Union-Stairs, London, England
St. Mary in the Savoy, London, England
St. Giles in the Fields, London, England
St. Martin in the Fields, London, England
St. Dunstan at Stepney, London, England
St. Mary Hill, London, England
Billinsgate, London, England
St. Giles in the Fields, London, England
St. Giles in the Fields, London, England
St. Mary in Whitchapel, London, England
St. Mary in Whitchapel, London, England
